First Name,Last Name,Email,Phone,Gender,Age,Job Title,Years of Experience,Salary,Department,Other Languages
Adira,Atwal,adira.atwal127@slingacademy.com,001-511-980-7056x74917,Male,70,Geophysical data processor,1,61239,Administrative,Spanish
James,Stone,james.stone613@slingacademy.com,001-403-919-9413x33278,Male,66,Sports administrator,2,90000,Legal,Spanish
Amber,Barrera,amber.barrera309@slingacademy.com,(772)871-0787x7368,Female,53,Insurance underwriter,1,61239,Administrative,
Jonathan,Smith,jonathan.smith517@slingacademy.com,(414)724-4873,Male,70,Contracting civil engineer,3,149000,Product,
Austin,Lawson,austin.lawson827@slingacademy.com,+1-339-737-5426x35428,Male,21,Radio broadcast assistant,1,85000,Human Resource,Arabic
Jennifer,Reyes,jennifer.reyes825@slingacademy.com,343-654-9965x5370,Female,20,Ship broker,1,85000,Human Resource,Korean
Carlos,Johnson,carlos.johnson311@slingacademy.com,(230)305-4059x98661,Male,53,Industrial/product designer,14,116670,Operations,
Travis,Shelton,travis.shelton746@slingacademy.com,(903)341-4796x103,Male,20,Energy engineer,8,101420,Sales,"Arabic, Arabic"
Adira,Dhar,adira.dhar269@slingacademy.com,001-669-219-1725x2807,Female,54,Medical illustrator,11,129000,Finance,Mandarin
Mark,Robinson,mark.robinson302@slingacademy.com,605-901-8490x361,Male,43,Drilling engineer,6,85000,Human Resource,Spanish
Devansh,Bandi,devansh.bandi672@slingacademy.com,+1-412-535-9282,Female,53,TEFL teacher,15,149000,Product,"Arabic, Hindi"
Tanya,Hari,tanya.hari111@slingacademy.com,+1-575-972-9728,Female,54,"Production designer, theatre/television/film",13,149000,Product,Spanish
Paul,Melton,paul.melton379@slingacademy.com,(738)697-4349,Male,41,"Designer, graphic",10,78000,Marketing,Mandarin
Vidur,Chacko,vidur.chacko23@slingacademy.com,(764)238-0604x590,Female,62,Best boy,9,101420,Sales,"Arabic, Korean"
Craig,Smith,craig.smith715@slingacademy.com,462-552-3379x6151,Male,59,English as a foreign language teacher,3,131000,I/T,
Stuart,Ingram,stuart.ingram895@slingacademy.com,(661)567-6378x263,Male,22,Broadcast engineer,9,61239,Administrative,"Mandarin, Hindi"
Charles,Collins,charles.collins53@slingacademy.com,924-553-8306x5794,Male,53,Advertising art director,7,116670,Operations,"Arabic, Spanish"
Miraya,Kata,miraya.kata256@slingacademy.com,001-901-353-7579x97031,Male,44,Medical illustrator,14,78000,Marketing,"Arabic, Korean"
Taylor,Rose,taylor.rose414@slingacademy.com,810.972.5602x42782,Female,55,Technical sales engineer,6,149000,Product,"Mandarin, Mandarin"
Jeffery,Robinson,jeffery.robinson824@slingacademy.com,(908)475-7438,Male,34,Hydrogeologist,15,101420,Sales,Tagalog
Joseph,Mcfarland,joseph.mcfarland685@slingacademy.com,2657348479,Male,69,Quarry manager,9,78000,Marketing,Korean
Angela,Barry,angela.barry548@slingacademy.com,549-228-2744x02528,Female,33,Clinical biochemist,3,149000,Product,
Shalv,Bali,shalv.bali889@slingacademy.com,962-697-7499,Female,42,Energy manager,10,85000,Human Resource,
丹丹,孙,丹丹.孙782@slingacademy.com,(704)845-2860x04534,Female,62,Phytotherapist,12,101420,Sales,Korean
Deborah,Bird,deborah.bird917@slingacademy.com,325.472.0399x76366,Female,44,Neurosurgeon,12,85000,Human Resource,
Rasha,Kaur,rasha.kaur576@slingacademy.com,620-873-7771,Female,39,Field trials officer,12,131000,I/T,Hindi
荣,门,荣.门262@slingacademy.com,001-221-793-4115x14431,Female,33,Multimedia specialist,12,116670,Operations,"Hindi, Tagalog"
Christopher,Molina,christopher.molina239@slingacademy.com,4929436324,Male,28,"Programme researcher, broadcasting/film/video",9,101420,Sales,"Spanish, Spanish"
Miraya,Grover,miraya.grover119@slingacademy.com,430.253.9170x363,Male,50,Fast food restaurant manager,7,85000,Human Resource,"Spanish, Arabic"
Caleb,Lee,caleb.lee380@slingacademy.com,001-273-745-1845x6640,Male,42,Estate agent,7,149000,Product,Korean
Wendy,Griffin,wendy.griffin544@slingacademy.com,+1-840-391-2520,Female,19,Geographical information systems officer,14,116670,Operations,
淑華,孫,淑華.孫100@slingacademy.com,001-706-425-4011x013,Female,48,Broadcast journalist,14,129000,Finance,
Zain,Bajaj,zain.bajaj527@slingacademy.com,(647)281-1904x600,Female,32,"Nurse, children's",12,116670,Operations,"Arabic, Arabic"
Whitney,Baker,whitney.baker767@slingacademy.com,490.470.4615,Female,18,"Production assistant, radio",1,149000,Product,"Spanish, Arabic"
Piya,Bhalla,piya.bhalla540@slingacademy.com,(730)596-3467,Male,56,Call centre manager,15,149000,Product,"Korean, Arabic"
Kimaya,Dara,kimaya.dara275@slingacademy.com,615-568-7981x22370,Female,67,Television floor manager,13,116670,Operations,Hindi
Hansh,Badal,hansh.badal508@slingacademy.com,345-647-0784x450,Male,28,Art therapist,15,116670,Operations,
成,张,成.张290@slingacademy.com,4205240035,Male,25,Insurance underwriter,15,85000,Human Resource,Mandarin
Shayak,Jain,shayak.jain25@slingacademy.com,+1-698-640-8202x59137,Male,56,Manufacturing engineer,8,101420,Sales,
Alyssa,Taylor,alyssa.taylor846@slingacademy.com,605.868.8701x25941,Female,68,"Scientist, biomedical",10,78000,Marketing,
Reyansh,Gola,reyansh.gola864@slingacademy.com,+1-729-763-7475,Male,22,Forensic scientist,13,78000,Marketing,
Brittany,Kelly,brittany.kelly64@slingacademy.com,+1-246-306-1267x3210,Female,22,Child psychotherapist,7,149000,Product,
Jesse,Reese,jesse.reese993@slingacademy.com,001-444-761-5721x72882,Male,18,Youth worker,13,85000,Human Resource,Arabic
Chelsea,Walker,chelsea.walker915@slingacademy.com,+1-271-671-7164x769,Female,21,"Horticulturist, commercial",5,78000,Marketing,Hindi
Rasha,Subramaniam,rasha.subramaniam805@slingacademy.com,(878)976-9954,Female,41,Film/video editor,6,149000,Product,Korean
Ashley,Woodard,ashley.woodard677@slingacademy.com,919.773.2897,Female,60,Haematologist,13,78000,Marketing,"Spanish, Korean"
Kevin,Sparks,kevin.sparks608@slingacademy.com,398.643.7801,Male,48,Telecommunications researcher,2,116670,Operations,
Elizabeth,Bruce,elizabeth.bruce391@slingacademy.com,+1-650-318-3704x615,Female,62,Art therapist,6,116670,Operations,"Mandarin, Spanish"
Jennifer,Gonzalez,jennifer.gonzalez87@slingacademy.com,(611)559-8144,Female,42,Hydrologist,12,149000,Product,"Spanish, Arabic"
Yasmin,Deo,yasmin.deo129@slingacademy.com,936-833-5587,Male,48,Prison officer,10,101420,Sales,"Hindi, Arabic"
Manikya,Sant,manikya.sant61@slingacademy.com,(261)681-3918x15669,Male,35,Legal secretary,5,116670,Operations,"Korean, Tagalog"
Dawn,Wilson,dawn.wilson776@slingacademy.com,001-414-596-3867x3726,Female,30,Cytogeneticist,12,101420,Sales,
Shamik,Swamy,shamik.swamy551@slingacademy.com,+1-386-331-1590x4095,Female,29,Music tutor,15,78000,Marketing,Arabic
Aarush,Madan,aarush.madan529@slingacademy.com,+1-948-970-2591,Female,33,Architectural technologist,1,101420,Sales,
Khushi,Goyal,khushi.goyal633@slingacademy.com,722.505.9386x1274,Male,67,Seismic interpreter,12,61239,Administrative,"Spanish, Spanish"
Timothy,Reid,timothy.reid922@slingacademy.com,4225013957,Male,65,"Restaurant manager, fast food",1,61239,Administrative,"Arabic, Arabic"
健,王,健.王472@slingacademy.com,297-451-7147x18938,Male,64,Research scientist (maths),14,78000,Marketing,
Stephen,Whitaker,stephen.whitaker649@slingacademy.com,679-371-9001,Male,61,"Buyer, retail",14,149000,Product,"Mandarin, Tagalog"
Vedika,Bhatia,vedika.bhatia175@slingacademy.com,6153636842,Female,66,Charity officer,8,61239,Administrative,
Jonathon,Johnson,jonathon.johnson470@slingacademy.com,694.327.1225x330,Male,18,Hotel manager,7,131000,I/T,"Hindi, Korean"
Amira,Sachdeva,amira.sachdeva960@slingacademy.com,993-936-2846,Male,55,Research scientist (medical),5,116670,Operations,
Vaibhav,Jhaveri,vaibhav.jhaveri991@slingacademy.com,001-791-411-2641x7963,Female,24,Museum/gallery conservator,3,116670,Operations,"Korean, Arabic"
Mike,Knapp,mike.knapp74@slingacademy.com,001-317-406-2898,Male,22,Arts administrator,7,149000,Product,Tagalog
Jose,Huff,jose.huff85@slingacademy.com,451-454-7839,Male,47,Planning and development surveyor,3,116670,Operations,"Spanish, Tagalog"
小红,莫,小红.莫346@slingacademy.com,640-843-7208x230,Female,58,Brewing technologist,5,101420,Sales,"Tagalog, Hindi"
Megan,Foster,megan.foster302@slingacademy.com,001-918-940-8395x83220,Female,35,Musician,2,116670,Operations,"Tagalog, Korean"
Lori,Baker,lori.baker549@slingacademy.com,+1-344-791-7642x248,Female,26,Insurance claims handler,15,149000,Product,
Lindsey,Flores,lindsey.flores170@slingacademy.com,486.402.6577,Female,65,Secretary/administrator,3,85000,Human Resource,"Hindi, Arabic"
Bhamini,Halder,bhamini.halder338@slingacademy.com,+1-989-671-7627x92734,Female,54,"Programmer, multimedia",5,116670,Operations,"Korean, Tagalog"
Anahi,Dora,anahi.dora175@slingacademy.com,+1-882-904-3786x22415,Male,60,Information systems manager,14,90000,Legal,
Jonathan,Miles,jonathan.miles778@slingacademy.com,(784)534-7216x17959,Male,47,"Engineer, civil (contracting)",4,78000,Marketing,
Mark,Marsh,mark.marsh697@slingacademy.com,(833)243-4766,Male,51,Animator,3,131000,I/T,Tagalog
Pranay,Malhotra,pranay.malhotra544@slingacademy.com,+1-334-589-4836,Male,38,"Teacher, special educational needs",7,149000,Product,"Mandarin, Tagalog"
Sean,Stanley,sean.stanley637@slingacademy.com,483-709-4635x259,Male,18,"Producer, television/film/video",14,90000,Legal,
Samantha,Romero,samantha.romero275@slingacademy.com,(823)838-2442x3268,Female,62,Production engineer,12,85000,Human Resource,Hindi
Tyler,Allen,tyler.allen985@slingacademy.com,960-451-3692x46035,Male,64,Hospital pharmacist,15,101420,Sales,
Michael,Thornton,michael.thornton965@slingacademy.com,(892)570-8173x69853,Male,46,Barista,15,61239,Administrative,Hindi
Charles,Tran,charles.tran707@slingacademy.com,(678)992-4098x1181,Male,29,"Engineer, technical sales",2,90000,Legal,Tagalog
Christopher,Mathis,christopher.mathis634@slingacademy.com,942.639.6973,Male,24,Hospital pharmacist,15,116670,Operations,
Pari,Ahuja,pari.ahuja374@slingacademy.com,+1-790-685-3069,Male,69,Animator,2,61239,Administrative,"Hindi, Tagalog"
Julie,Lane,julie.lane439@slingacademy.com,(958)687-8486x629,Female,34,Commercial horticulturist,1,85000,Human Resource,"Korean, Korean"
Taimur,Savant,taimur.savant722@slingacademy.com,478-824-8250x72926,Male,69,Dispensing optician,2,78000,Marketing,"Korean, Mandarin"
Daniel,Marsh,daniel.marsh69@slingacademy.com,2555506317,Male,53,Land/geomatics surveyor,3,131000,I/T,Spanish
Cynthia,Stein,cynthia.stein71@slingacademy.com,001-918-515-3605x180,Female,45,Advertising account planner,12,116670,Operations,"Arabic, Tagalog"
Umang,Dash,umang.dash210@slingacademy.com,352-882-2472,Female,39,Camera operator,1,85000,Human Resource,"Korean, Tagalog"
James,Fisher,james.fisher1@slingacademy.com,+1-514-669-7399x4972,Male,42,Video editor,4,101420,Sales,"Arabic, Arabic"
Andrew,Sanchez,andrew.sanchez457@slingacademy.com,823-921-0089,Male,32,Minerals surveyor,15,131000,I/T,Mandarin
Edgar,Gonzales,edgar.gonzales935@slingacademy.com,001-943-940-6895,Male,38,Land/geomatics surveyor,3,85000,Human Resource,
John,Nguyen,john.nguyen38@slingacademy.com,861-969-4456,Male,31,Colour technologist,13,116670,Operations,Hindi
Mary,Martin,mary.martin406@slingacademy.com,615.643.6946x8555,Female,67,Structural engineer,15,101420,Sales,Mandarin
Manuel,Smith,manuel.smith112@slingacademy.com,928-293-7056x5678,Male,34,Armed forces training and education officer,4,101420,Sales,Tagalog
Teresa,Bowman,teresa.bowman450@slingacademy.com,001-468-428-0139x60732,Female,37,Risk manager,3,149000,Product,
Rati,Sarma,rati.sarma633@slingacademy.com,979.632.4224x23059,Male,46,"Designer, graphic",1,61239,Administrative,"Tagalog, Spanish"
Gregory,Brown,gregory.brown153@slingacademy.com,001-244-675-4950x52570,Male,60,Mental health nurse,6,78000,Marketing,Spanish
Crystal,Bautista,crystal.bautista12@slingacademy.com,001-815-952-3194x9676,Female,26,Fitness centre manager,10,149000,Product,
Kelsey,Holmes,kelsey.holmes503@slingacademy.com,(486)544-7686,Female,18,Teaching laboratory technician,5,131000,I/T,
Michael,Jenkins,michael.jenkins927@slingacademy.com,(933)314-1917,Male,45,"Scientist, water quality",8,101420,Sales,
Jay,Brennan,jay.brennan480@slingacademy.com,(910)728-6394x65403,Male,60,"Investment banker, operational",6,116670,Operations,
Trisha,Sandhu,trisha.sandhu947@slingacademy.com,(677)363-1751,Male,26,Pensions consultant,11,149000,Product,"Hindi, Spanish"
Mishti,Kari,mishti.kari607@slingacademy.com,+1-883-405-7642x3573,Male,62,Barrister's clerk,6,116670,Operations,
Arnav,Sinha,arnav.sinha731@slingacademy.com,905.434.3907x7454,Female,59,Retail manager,13,116670,Operations,"Tagalog, Mandarin"
Antonio,Perez,antonio.perez60@slingacademy.com,864.898.4751,Male,39,Operational researcher,7,149000,Product,Spanish
Kelly,Howard,kelly.howard775@slingacademy.com,893.695.0711,Female,20,Air traffic controller,14,116670,Operations,Mandarin
Sean,Shaffer,sean.shaffer760@slingacademy.com,+1-418-519-2117x25107,Male,57,Ecologist,14,149000,Product,
Dishani,Sanghvi,dishani.sanghvi250@slingacademy.com,+1-280-523-0491x62586,Male,51,Sport and exercise psychologist,7,78000,Marketing,
Zoya,Chakraborty,zoya.chakraborty973@slingacademy.com,983.930.2779,Male,44,"Presenter, broadcasting",4,116670,Operations,Hindi
Daniel,White,daniel.white505@slingacademy.com,(435)464-1342,Male,48,Broadcast journalist,8,116670,Operations,"Spanish, Mandarin"
淑英,李,淑英.李2@slingacademy.com,4174174397,Female,46,"Surveyor, mining",14,149000,Product,"Tagalog, Arabic"
George,Ibarra,george.ibarra917@slingacademy.com,+1-215-505-9145x66285,Male,32,Police officer,3,116670,Operations,Tagalog
Ivan,Sundaram,ivan.sundaram891@slingacademy.com,+1-916-653-7364x4701,Male,45,"Nurse, mental health",13,85000,Human Resource,"Korean, Tagalog"
Kristen,Green,kristen.green82@slingacademy.com,458.303.0040,Female,43,"Engineer, civil (contracting)",5,149000,Product,Spanish
Kartik,Chadha,kartik.chadha677@slingacademy.com,001-404-855-6052x016,Male,61,"Education officer, environmental",15,131000,I/T,"Arabic, Spanish"
James,Mitchell,james.mitchell327@slingacademy.com,001-987-685-7865x274,Male,46,Museum/gallery conservator,8,116670,Operations,"Hindi, Mandarin"
Brian,Johnson,brian.johnson860@slingacademy.com,001-347-516-5908,Male,37,Further education lecturer,14,101420,Sales,"Korean, Hindi"
Maurice,James,maurice.james800@slingacademy.com,865.238.1967x8194,Male,37,Database administrator,8,129000,Finance,Tagalog
Diya,Khanna,diya.khanna53@slingacademy.com,+1-494-880-2424x28801,Female,40,Quantity surveyor,5,101420,Sales,
博,邰,博.邰388@slingacademy.com,(718)768-1389x6356,Male,59,Tourism officer,13,78000,Marketing,
Randy,Moore,randy.moore225@slingacademy.com,001-503-872-8921x11969,Male,28,Osteopath,9,116670,Operations,Arabic
Brittney,Lambert,brittney.lambert128@slingacademy.com,496-200-8756x53242,Female,56,"Engineer, automotive",10,101420,Sales,"Mandarin, Korean"
Pamela,Lee,pamela.lee879@slingacademy.com,001-731-852-1055,Female,47,Nutritional therapist,3,116670,Operations,Spanish
Linda,Williams,linda.williams946@slingacademy.com,358.876.0036x6291,Female,33,"Conservator, museum/gallery",4,129000,Finance,
Emir,Devi,emir.devi639@slingacademy.com,(279)337-1139x45156,Female,68,"Radiographer, therapeutic",1,116670,Operations,
Indrajit,Zacharia,indrajit.zacharia854@slingacademy.com,+1-637-473-9303x080,Female,19,Meteorologist,2,149000,Product,
Jose,White,jose.white772@slingacademy.com,318-793-5449x611,Male,40,Transport planner,4,61239,Administrative,
Taran,Vora,taran.vora89@slingacademy.com,+1-838-400-7555,Male,24,Exhibition designer,4,149000,Product,
Madhup,Warrior,madhup.warrior444@slingacademy.com,(626)553-6116x27933,Female,64,Heritage manager,3,149000,Product,
Anahita,Dayal,anahita.dayal200@slingacademy.com,(703)885-7631x939,Male,35,Adult guidance worker,6,85000,Human Resource,Mandarin
Seher,Sabharwal,seher.sabharwal911@slingacademy.com,994.728.9110x960,Male,51,Health and safety inspector,2,149000,Product,
Shannon,Matthews,shannon.matthews930@slingacademy.com,434.318.4117,Female,32,"Programme researcher, broadcasting/film/video",6,101420,Sales,Spanish
Isabel,Ortiz,isabel.ortiz443@slingacademy.com,353-743-3374x185,Female,56,"Engineer, drilling",6,61239,Administrative,Mandarin
Mehul,Bal,mehul.bal582@slingacademy.com,8503510189,Male,25,English as a foreign language teacher,4,90000,Legal,
Kiaan,Gill,kiaan.gill884@slingacademy.com,514.674.8861x82639,Male,27,"Designer, fashion/clothing",8,129000,Finance,
芳,张,芳.张897@slingacademy.com,240-717-5294,Female,64,Emergency planning/management officer,4,149000,Product,"Hindi, Mandarin"
Frank,Harris,frank.harris565@slingacademy.com,298-279-5681,Male,23,Health service manager,14,131000,I/T,"Arabic, Tagalog"
Jennifer,Nguyen,jennifer.nguyen726@slingacademy.com,+1-708-885-9267x53020,Female,69,Clinical research associate,14,129000,Finance,"Arabic, Spanish"
Aldo,Ureña,aldo.ureña545@slingacademy.com,001-846-844-4166x7496,Male,55,Bonds trader,3,85000,Human Resource,
Jesus,Adams,jesus.adams504@slingacademy.com,711.902.5799x24335,Male,64,"Surveyor, mining",9,149000,Product,
Navya,Doctor,navya.doctor249@slingacademy.com,714.859.2991x71922,Female,22,"Programmer, applications",1,131000,I/T,
Akarsh,Varkey,akarsh.varkey297@slingacademy.com,001-829-313-4273x26112,Male,39,Physiotherapist,3,149000,Product,
Chris,Barrera,chris.barrera425@slingacademy.com,825.400.7824x5437,Male,47,English as a foreign language teacher,12,131000,I/T,
Donna,Long,donna.long809@slingacademy.com,684.499.1066,Female,59,"Programmer, applications",11,85000,Human Resource,Hindi
Samantha,Brown,samantha.brown904@slingacademy.com,327-819-1572,Female,70,"Surveyor, planning and development",5,90000,Legal,Mandarin
Mariah,Sullivan,mariah.sullivan477@slingacademy.com,808.346.1000x4231,Female,53,Chief Financial Officer,4,149000,Product,Mandarin
Michael,Contreras,michael.contreras919@slingacademy.com,317-584-0981x229,Male,43,Dramatherapist,5,116670,Operations,"Hindi, Hindi"
Aaryahi,Swamy,aaryahi.swamy941@slingacademy.com,741-975-1624,Female,25,Forest/woodland manager,9,85000,Human Resource,
丽丽,刘,丽丽.刘654@slingacademy.com,588-935-9601x59470,Female,55,Copy,7,149000,Product,"Mandarin, Tagalog"
Tarini,Sawhney,tarini.sawhney827@slingacademy.com,3073397202,Female,35,Insurance claims handler,9,149000,Product,Mandarin
Ashley,Rose,ashley.rose902@slingacademy.com,402-347-2061x69699,Female,39,Production engineer,9,149000,Product,Arabic
Mary,Barnett,mary.barnett374@slingacademy.com,(538)885-7582x456,Female,22,"Sales professional, IT",4,78000,Marketing,
Mary,Reed,mary.reed971@slingacademy.com,302-205-0902x68947,Female,24,"Geologist, wellsite",11,90000,Legal,Tagalog
John,Davis,john.davis15@slingacademy.com,(529)940-6451,Male,60,"Engineer, building services",13,116670,Operations,
Ritvik,Ghosh,ritvik.ghosh847@slingacademy.com,(249)649-0604,Female,19,Horticultural consultant,1,90000,Legal,
Jennifer,Johnson,jennifer.johnson487@slingacademy.com,+1-478-319-7398x07617,Female,49,Neurosurgeon,13,85000,Human Resource,Mandarin
Stacey,Hobbs,stacey.hobbs317@slingacademy.com,785.248.1468x412,Female,20,Intelligence analyst,7,78000,Marketing,Tagalog
洁,樊,洁.樊9@slingacademy.com,382.419.8133x054,Female,62,Police officer,13,116670,Operations,Korean
Vanya,Rajan,vanya.rajan354@slingacademy.com,(405)336-2019x7803,Male,27,Volunteer coordinator,10,116670,Operations,Hindi
Cory,Smith,cory.smith269@slingacademy.com,001-820-361-9180x39977,Male,67,Chief Financial Officer,7,101420,Sales,"Spanish, Hindi"
Gene,Kemp,gene.kemp485@slingacademy.com,953-733-1484,Male,54,Adult guidance worker,10,149000,Product,Arabic
Gabriel,Wood,gabriel.wood453@slingacademy.com,(259)434-8303x30676,Male,37,Network engineer,12,78000,Marketing,Korean
정식,심,정식.심273@slingacademy.com,528.981.5006x0963,Male,65,"Therapist, drama",13,116670,Operations,
Jennifer,Lin,jennifer.lin300@slingacademy.com,3886394132,Female,70,Office manager,7,78000,Marketing,"Korean, Spanish"
Jose,Mann,jose.mann125@slingacademy.com,207-931-0676x723,Male,68,Production engineer,3,131000,I/T,"Arabic, Mandarin"
Megan,Phillips,megan.phillips138@slingacademy.com,(965)926-9124x11981,Female,38,"Solicitor, Scotland",8,101420,Sales,Tagalog
Brian,Hamilton,brian.hamilton282@slingacademy.com,(861)270-3594x9280,Male,49,Accounting technician,6,78000,Marketing,
Amanda,Ramirez,amanda.ramirez68@slingacademy.com,353-205-0678x836,Female,39,Publishing rights manager,1,131000,I/T,"Tagalog, Tagalog"
Shirley,Brown,shirley.brown405@slingacademy.com,225.634.9390,Female,19,Chief Financial Officer,1,61239,Administrative,"Arabic, Tagalog"
Onkar,Bhandari,onkar.bhandari73@slingacademy.com,360.507.0103x03023,Female,67,Osteopath,2,61239,Administrative,Arabic
Wendy,Villegas,wendy.villegas990@slingacademy.com,(645)677-2301,Female,21,Clinical embryologist,2,149000,Product,
Urvi,Gandhi,urvi.gandhi401@slingacademy.com,803.716.3216x467,Female,24,Statistician,1,78000,Marketing,
Alisha,Suresh,alisha.suresh937@slingacademy.com,+1-433-267-1195,Male,51,Aeronautical engineer,12,131000,I/T,
Sumer,Das,sumer.das430@slingacademy.com,605.525.9366x3105,Male,68,Sports development officer,15,149000,Product,Korean
Melanie,Ross,melanie.ross542@slingacademy.com,330-417-2086,Female,46,IT technical support officer,10,78000,Marketing,Tagalog
Rania,Saini,rania.saini377@slingacademy.com,849.590.2948,Male,63,"Sales professional, IT",15,149000,Product,
Chad,Brown,chad.brown676@slingacademy.com,446-240-8233x58045,Male,38,Petroleum engineer,1,116670,Operations,"Spanish, Hindi"
Anna,Simmons,anna.simmons510@slingacademy.com,+1-388-599-7563x511,Female,69,Management consultant,3,129000,Finance,"Arabic, Mandarin"
Nicole,Wagner,nicole.wagner82@slingacademy.com,767-225-5877x1575,Female,27,Health visitor,5,116670,Operations,"Korean, Korean"
Amy,Montgomery,amy.montgomery342@slingacademy.com,487-258-3550,Female,32,"Accountant, chartered certified",1,85000,Human Resource,
Shaan,Contractor,shaan.contractor204@slingacademy.com,913-531-0154,Male,32,Paramedic,7,149000,Product,Korean
Steven,Bowman,steven.bowman565@slingacademy.com,(933)398-0567x980,Male,30,IT technical support officer,13,116670,Operations,Arabic
Ashley,Taylor,ashley.taylor225@slingacademy.com,779.205.5816x42803,Female,43,"Designer, exhibition/display",3,116670,Operations,Tagalog
Ishita,Garde,ishita.garde641@slingacademy.com,312.468.5234x28072,Female,25,Scientific laboratory technician,6,85000,Human Resource,
Molly,Smith,molly.smith414@slingacademy.com,+1-615-744-6397x76383,Female,68,"Editor, film/video",11,149000,Product,Mandarin
Shannon,Walker,shannon.walker689@slingacademy.com,(607)254-9863x801,Female,33,Insurance account manager,12,149000,Product,"Mandarin, Arabic"
Kismat,Dara,kismat.dara123@slingacademy.com,001-304-676-8867x882,Male,44,Archivist,5,85000,Human Resource,"Tagalog, Mandarin"
Rodney,Reyes,rodney.reyes832@slingacademy.com,965-400-8551,Male,35,Recruitment consultant,9,85000,Human Resource,Arabic
Charvi,Mahajan,charvi.mahajan240@slingacademy.com,(943)250-7230,Male,53,Catering manager,14,61239,Administrative,Spanish
Ariel,Davis,ariel.davis978@slingacademy.com,819-251-4999,Female,18,Neurosurgeon,6,85000,Human Resource,
Patrick,Green,patrick.green920@slingacademy.com,(277)445-8805x60447,Male,56,Dentist,6,129000,Finance,Spanish
Renee,Cheema,renee.cheema805@slingacademy.com,(830)391-1940x99640,Male,28,Passenger transport manager,8,101420,Sales,"Hindi, Tagalog"
Melissa,Lewis,melissa.lewis175@slingacademy.com,(849)901-3158x727,Female,47,Electronics engineer,5,116670,Operations,"Korean, Hindi"
Tushar,Khurana,tushar.khurana218@slingacademy.com,9308873522,Male,66,Immunologist,6,149000,Product,Arabic
Kevin,Castillo,kevin.castillo504@slingacademy.com,528-550-2748x04551,Male,59,Research scientist (physical sciences),14,131000,I/T,"Tagalog, Korean"
Melissa,Jones,melissa.jones735@slingacademy.com,001-822-919-4653x262,Female,46,Tourism officer,14,90000,Legal,Korean
Jeffrey,Molina,jeffrey.molina465@slingacademy.com,980-388-5898,Male,69,"Librarian, academic",2,85000,Human Resource,Spanish
Mark,Barnes,mark.barnes854@slingacademy.com,356-541-4231,Male,34,Commercial horticulturist,4,101420,Sales,"Korean, Hindi"
Kevin,Nunez,kevin.nunez54@slingacademy.com,501-964-8981x65201,Male,25,Textile designer,9,61239,Administrative,"Spanish, Tagalog"
Baiju,Baral,baiju.baral983@slingacademy.com,(482)607-1308,Male,21,"Lecturer, further education",15,131000,I/T,Arabic
Stephanie,Reese,stephanie.reese517@slingacademy.com,(256)783-8226,Female,36,Applications developer,10,116670,Operations,Korean
Tasha,Reyes,tasha.reyes275@slingacademy.com,(803)277-5738x6847,Female,35,Physiological scientist,7,116670,Operations,"Arabic, Korean"
Cristina,Jennings,cristina.jennings919@slingacademy.com,(669)795-4531x787,Female,50,"Engineer, land",1,116670,Operations,Hindi
Haley,Morgan,haley.morgan636@slingacademy.com,831.724.7428x8504,Female,20,"Teacher, secondary school",12,85000,Human Resource,"Arabic, Hindi"
Kevin,Mayer,kevin.mayer785@slingacademy.com,5505035805,Male,47,Child psychotherapist,3,61239,Administrative,
Angela,Morris,angela.morris874@slingacademy.com,603.735.6811x774,Female,32,Company secretary,14,101420,Sales,Hindi
Damini,Barad,damini.barad517@slingacademy.com,(283)686-8746,Female,50,Arboriculturist,14,101420,Sales,Mandarin
Shalv,Bhalla,shalv.bhalla950@slingacademy.com,332-505-4437x2793,Male,48,"Psychologist, occupational",4,78000,Marketing,
Ronald,Newman,ronald.newman581@slingacademy.com,+1-371-892-9962x752,Male,30,Hotel manager,13,101420,Sales,"Korean, Mandarin"
Mark,Soto,mark.soto530@slingacademy.com,999.921.7650,Male,21,"Therapist, nutritional",3,129000,Finance,Korean
Jack,Cervantes,jack.cervantes729@slingacademy.com,+1-203-748-7711x41293,Male,21,Travel agency manager,1,131000,I/T,"Tagalog, Arabic"
雪,朱,雪.朱43@slingacademy.com,617.252.8947x8107,Female,61,"Journalist, broadcasting",7,129000,Finance,"Tagalog, Korean"
Prerak,Ghose,prerak.ghose606@slingacademy.com,600.960.9747x731,Male,55,"Presenter, broadcasting",4,116670,Operations,"Korean, Tagalog"
Jessica,Calderon,jessica.calderon170@slingacademy.com,770.658.0627x3461,Female,59,Horticultural consultant,15,78000,Marketing,
Leonard,Henderson,leonard.henderson316@slingacademy.com,(248)754-3694x82230,Male,47,"Designer, multimedia",9,149000,Product,Hindi
John,Reed,john.reed194@slingacademy.com,798-434-6672x7556,Male,59,"Teacher, music",1,149000,Product,"Korean, Spanish"
Diane,Brown,diane.brown156@slingacademy.com,643.330.2006x956,Female,30,"Development worker, community",3,116670,Operations,
Katelyn,Harrison,katelyn.harrison59@slingacademy.com,(218)539-2655x3511,Female,30,"Surveyor, land/geomatics",14,116670,Operations,"Korean, Tagalog"
Jose,Evans,jose.evans440@slingacademy.com,2066242211,Male,32,Technical author,9,149000,Product,
